LOCAL,ANO,LINHAGEM,ENV,GEN,BLOCO,GY
RP IRRIGADO,2018,BRS 264,E1,G1,1,5862.89741668046
RP IRRIGADO,2018,BRS 264,E1,G1,2,4188.82962052414
RP IRRIGADO,2018,BRS 264,E1,G1,3,5997.38466133333
RP IRRIGADO,2018,CD 151,E1,G2,1,4722.54150267586
RP IRRIGADO,2018,CD 151,E1,G2,2,5727.60782822989
RP IRRIGADO,2018,CD 151,E1,G2,3,5468.55896275862
RP IRRIGADO,2018,ORS 1403,E1,G3,1,4500
RP IRRIGADO,2018,ORS 1403,E1,G3,2,4700
RP IRRIGADO,2018,ORS 1403,E1,G3,3,4800
RP IRRIGADO,2018,TBIO ATON,E1,G4,1,4722.54150267586
RP IRRIGADO,2018,TBIO ATON,E1,G4,2,5727.60782822989
RP IRRIGADO,2018,TBIO ATON,E1,G4,3,5468.55896275862
RP IRRIGADO,2018,TBIO DUQUE,E1,G5,1,4500
RP IRRIGADO,2018,TBIO DUQUE,E1,G5,2,4600
RP IRRIGADO,2018,TBIO DUQUE,E1,G5,3,4550
RP IRRIGADO,2018,VI 09004,E1,G6,1,5050.04201371954
RP IRRIGADO,2018,VI 09004,E1,G6,2,5954.5629417931
RP IRRIGADO,2018,VI 09004,E1,G6,3,5829.36575650575
RP IRRIGADO,2018,VI 09007,E1,G7,1,5317.15037756322
RP IRRIGADO,2018,VI 09007,E1,G7,2,5330.9254486069
RP IRRIGADO,2018,VI 09007,E1,G7,3,6175.6852864
RP IRRIGADO,2018,VI 09031,E1,G8,1,5102.31155685517
RP IRRIGADO,2018,VI 09031,E1,G8,2,4866.51713886897
RP IRRIGADO,2018,VI 09031,E1,G8,3,5806.92717546667
RP IRRIGADO,2018,VI 09037,E1,G9,1,4754.5631337931
RP IRRIGADO,2018,VI 09037,E1,G9,2,4645.71933782069
RP IRRIGADO,2018,VI 09037,E1,G9,3,7700.85069484138
RP IRRIGADO,2018,VI 130679,E1,G10,1,4819.47184551724
RP IRRIGADO,2018,VI 130679,E1,G10,2,4495.86134962759
RP IRRIGADO,2018,VI 130679,E1,G10,3,5335.293264
RP IRRIGADO,2018,VI 130755,E1,G11,1,4006.01693848276
RP IRRIGADO,2018,VI 130755,E1,G11,2,4906.05285487816
RP IRRIGADO,2018,VI 130755,E1,G11,3,4146.04396137931
RP IRRIGADO,2018,VI 130758,E1,G12,1,3812.59348509425
RP IRRIGADO,2018,VI 130758,E1,G12,2,4133.332672
RP IRRIGADO,2018,VI 130758,E1,G12,3,4073.02166068966
RP IRRIGADO,2018,VI 131313,E1,G13,1,3932.66107913563
RP IRRIGADO,2018,VI 131313,E1,G13,2,3675.38368058851
RP IRRIGADO,2018,VI 131313,E1,G13,3,5452.25064893793
RP IRRIGADO,2018,VI 14001,E1,G14,1,4176.47058823529
RP IRRIGADO,2018,VI 14001,E1,G14,2,4509.80392156863
RP IRRIGADO,2018,VI 14001,E1,G14,3,4941.17647058824
RP IRRIGADO,2018,VI 14022,E1,G15,1,6210.94784555402
RP IRRIGADO,2018,VI 14022,E1,G15,2,5950.68644928736
RP IRRIGADO,2018,VI 14022,E1,G15,3,7479.79145592644
RP IRRIGADO,2018,VI 14026,E1,G16,1,5753.12055797701
RP IRRIGADO,2018,VI 14026,E1,G16,2,5646.19247051035
RP IRRIGADO,2018,VI 14026,E1,G16,3,6438.13284413793
RP IRRIGADO,2018,VI 14050,E1,G17,1,5707.33378408835
RP IRRIGADO,2018,VI 14050,E1,G17,2,5835.14987604237
RP IRRIGADO,2018,VI 14050,E1,G17,3,4447.99639395988
RP IRRIGADO,2018,VI 14055,E1,G18,1,4908.64097363083
RP IRRIGADO,2018,VI 14055,E1,G18,2,5764.57065584855
RP IRRIGADO,2018,VI 14055,E1,G18,3,5651.47622267298
RP IRRIGADO,2018,VI 14088,E1,G19,1,3470.58823529412
RP IRRIGADO,2018,VI 14088,E1,G19,2,4411.76470588235
RP IRRIGADO,2018,VI 14088,E1,G19,3,3843.13725490196
RP IRRIGADO,2018,VI 14118,E1,G20,1,4710.49808429119
RP IRRIGADO,2018,VI 14118,E1,G20,2,5229.70475546541
RP IRRIGADO,2018,VI 14118,E1,G20,3,5406.66215911652
RP IRRIGADO,2018,VI 14127,E1,G21,1,6128.50574712644
RP IRRIGADO,2018,VI 14127,E1,G21,2,5651.11561866126
RP IRRIGADO,2018,VI 14127,E1,G21,3,6519.72053189092
RP IRRIGADO,2018,VI 14194,E1,G22,1,6567.12643678161
RP IRRIGADO,2018,VI 14194,E1,G22,2,5525.46315077755
RP IRRIGADO,2018,VI 14194,E1,G22,3,6354.861392833
RP IRRIGADO,2018,VI 14197,E1,G23,1,7012.77439711517
RP IRRIGADO,2018,VI 14197,E1,G23,2,6366.70723461798
RP IRRIGADO,2018,VI 14197,E1,G23,3,6040.56795131846
RP IRRIGADO,2018,VI 14204,E1,G24,1,6272.94117647059
RP IRRIGADO,2018,VI 14204,E1,G24,2,6119.04439936894
RP IRRIGADO,2018,VI 14204,E1,G24,3,5196.10547667343
RP IRRIGADO,2018,VI 14208,E1,G25,1,4730.5476673428
RP IRRIGADO,2018,VI 14208,E1,G25,2,5056.53369393735
RP IRRIGADO,2018,VI 14208,E1,G25,3,5303.13274735182
RP IRRIGADO,2018,VI 14214,E1,G26,1,5294.11764705882
RP IRRIGADO,2018,VI 14214,E1,G26,2,4137.25490196078
RP IRRIGADO,2018,VI 14214,E1,G26,3,5568.62745098039
RP IRRIGADO,2018,VI 14239,E1,G27,1,4250
RP IRRIGADO,2018,VI 14239,E1,G27,2,4200
RP IRRIGADO,2018,VI 14239,E1,G27,3,4300
RP IRRIGADO,2018,VI 14327,E1,G28,1,5494.73968897904
RP IRRIGADO,2018,VI 14327,E1,G28,2,5585.61189993239
RP IRRIGADO,2018,VI 14327,E1,G28,3,4957.64705882353
RP IRRIGADO,2018,VI 14426,E1,G29,1,4901.96078431373
RP IRRIGADO,2018,VI 14426,E1,G29,2,4470.58823529412
RP IRRIGADO,2018,VI 14426,E1,G29,3,4705.88235294118
RP IRRIGADO,2018,VI 14668,E1,G30,1,5932.19292314627
RP IRRIGADO,2018,VI 14668,E1,G30,2,4557.77327022763
RP IRRIGADO,2018,VI 14668,E1,G30,3,5578.34572909624
RP IRRIGADO,2018,VI 14708,E1,G31,1,4607.8431372549
RP IRRIGADO,2018,VI 14708,E1,G31,2,4745.09803921569
RP IRRIGADO,2018,VI 14708,E1,G31,3,5450.98039215686
RP IRRIGADO,2018,VI 14774,E1,G32,1,3470.58823529412
RP IRRIGADO,2018,VI 14774,E1,G32,2,4156.86274509804
RP IRRIGADO,2018,VI 14774,E1,G32,3,3450.98039215686
RP IRRIGADO,2018,VI 14867,E1,G33,1,3549.01960784314
RP IRRIGADO,2018,VI 14867,E1,G33,2,3764.70588235294
RP IRRIGADO,2018,VI 14867,E1,G33,3,4176.47058823529
RP IRRIGADO,2018,VI 14881,E1,G34,1,4350
RP IRRIGADO,2018,VI 14881,E1,G34,2,4300
RP IRRIGADO,2018,VI 14881,E1,G34,3,4400
RP IRRIGADO,2018,VI 14950,E1,G35,1,4100
RP IRRIGADO,2018,VI 14950,E1,G35,2,4250
RP IRRIGADO,2018,VI 14950,E1,G35,3,4230
RP IRRIGADO,2018,VI 14980,E1,G36,1,3647.05882352941
RP IRRIGADO,2018,VI 14980,E1,G36,2,4078.43137254902
RP IRRIGADO,2018,VI 14980,E1,G36,3,4274.50980392157
RP IRRIGADO,2019,BRS 264,E2,G1,1,4607.8431372549
RP IRRIGADO,2019,BRS 264,E2,G1,2,4411.76470588235
RP IRRIGADO,2019,BRS 264,E2,G1,3,4745.09803921569
RP IRRIGADO,2019,CD 151,E2,G2,1,3856
RP IRRIGADO,2019,CD 151,E2,G2,2,4121
RP IRRIGADO,2019,CD 151,E2,G2,3,4250
RP IRRIGADO,2019,ORS 1403,E2,G3,1,3205.2
RP IRRIGADO,2019,ORS 1403,E2,G3,2,4109.13333333333
RP IRRIGADO,2019,ORS 1403,E2,G3,3,3688.8
RP IRRIGADO,2019,TBIO ATON,E2,G4,1,4019.60784313726
RP IRRIGADO,2019,TBIO ATON,E2,G4,2,4352.94117647059
RP IRRIGADO,2019,TBIO ATON,E2,G4,3,4431.37254901961
RP IRRIGADO,2019,TBIO DUQUE,E2,G5,1,4200
RP IRRIGADO,2019,TBIO DUQUE,E2,G5,2,4100
RP IRRIGADO,2019,TBIO DUQUE,E2,G5,3,4150
RP IRRIGADO,2019,VI 09004,E2,G6,1,3333.33333333333
RP IRRIGADO,2019,VI 09004,E2,G6,2,4039.21568627451
RP IRRIGADO,2019,VI 09004,E2,G6,3,3294.11764705882
RP IRRIGADO,2019,VI 09007,E2,G7,1,3588.23529411765
RP IRRIGADO,2019,VI 09007,E2,G7,2,4333.33333333333
RP IRRIGADO,2019,VI 09007,E2,G7,3,4764.70588235294
RP IRRIGADO,2019,VI 09031,E2,G8,1,3784.3137254902
RP IRRIGADO,2019,VI 09031,E2,G8,2,3352.94117647059
RP IRRIGADO,2019,VI 09031,E2,G8,3,4921.56862745098
RP IRRIGADO,2019,VI 09037,E2,G9,1,4274.50980392157
RP IRRIGADO,2019,VI 09037,E2,G9,2,4509.80392156863
RP IRRIGADO,2019,VI 09037,E2,G9,3,4313.72549019608
RP IRRIGADO,2019,VI 130679,E2,G10,1,3686.27450980392
RP IRRIGADO,2019,VI 130679,E2,G10,2,3372.54901960784
RP IRRIGADO,2019,VI 130679,E2,G10,3,2372.54901960784
RP IRRIGADO,2019,VI 130755,E2,G11,1,4294.11764705882
RP IRRIGADO,2019,VI 130755,E2,G11,2,2529.41176470588
RP IRRIGADO,2019,VI 130755,E2,G11,3,3333.33333333333
RP IRRIGADO,2019,VI 130758,E2,G12,1,3568.62745098039
RP IRRIGADO,2019,VI 130758,E2,G12,2,4392.1568627451
RP IRRIGADO,2019,VI 130758,E2,G12,3,3901.96078431373
RP IRRIGADO,2019,VI 131313,E2,G13,1,2509.80392156863
RP IRRIGADO,2019,VI 131313,E2,G13,2,3529.41176470588
RP IRRIGADO,2019,VI 131313,E2,G13,3,2627.45098039216
RP IRRIGADO,2019,VI 14001,E2,G14,1,3627.45098039216
RP IRRIGADO,2019,VI 14001,E2,G14,2,3764.70588235294
RP IRRIGADO,2019,VI 14001,E2,G14,3,4078.43137254902
RP IRRIGADO,2019,VI 14022,E2,G15,1,3156.86274509804
RP IRRIGADO,2019,VI 14022,E2,G15,2,4470.58823529412
RP IRRIGADO,2019,VI 14022,E2,G15,3,4000
RP IRRIGADO,2019,VI 14026,E2,G16,1,4313.72549019608
RP IRRIGADO,2019,VI 14026,E2,G16,2,5039.21568627451
RP IRRIGADO,2019,VI 14026,E2,G16,3,4333.33333333333
RP IRRIGADO,2019,VI 14050,E2,G17,1,2960.78431372549
RP IRRIGADO,2019,VI 14050,E2,G17,2,3960.78431372549
RP IRRIGADO,2019,VI 14050,E2,G17,3,3960.78431372549
RP IRRIGADO,2019,VI 14055,E2,G18,1,3921.56862745098
RP IRRIGADO,2019,VI 14055,E2,G18,2,3176.4705882353
RP IRRIGADO,2019,VI 14055,E2,G18,3,3470.58823529412
RP IRRIGADO,2019,VI 14088,E2,G19,1,4078.43137254902
RP IRRIGADO,2019,VI 14088,E2,G19,2,3725.49019607843
RP IRRIGADO,2019,VI 14088,E2,G19,3,3568.62745098039
RP IRRIGADO,2019,VI 14118,E2,G20,1,4490.19607843137
RP IRRIGADO,2019,VI 14118,E2,G20,2,4490.19607843137
RP IRRIGADO,2019,VI 14118,E2,G20,3,4490.19607843137
RP IRRIGADO,2019,VI 14127,E2,G21,1,4098.03921568627
RP IRRIGADO,2019,VI 14127,E2,G21,2,4705.88235294118
RP IRRIGADO,2019,VI 14127,E2,G21,3,4705.88235294118
RP IRRIGADO,2019,VI 14194,E2,G22,1,3823.52941176471
RP IRRIGADO,2019,VI 14194,E2,G22,2,4725.49019607843
RP IRRIGADO,2019,VI 14194,E2,G22,3,4117.64705882353
RP IRRIGADO,2019,VI 14197,E2,G23,1,4431.37254901961
RP IRRIGADO,2019,VI 14197,E2,G23,2,4549.01960784314
RP IRRIGADO,2019,VI 14197,E2,G23,3,4156.86274509804
RP IRRIGADO,2019,VI 14204,E2,G24,1,3803.92156862745
RP IRRIGADO,2019,VI 14204,E2,G24,2,3882.35294117647
RP IRRIGADO,2019,VI 14204,E2,G24,3,2725.49019607843
RP IRRIGADO,2019,VI 14208,E2,G25,1,3941.17647058823
RP IRRIGADO,2019,VI 14208,E2,G25,2,4000
RP IRRIGADO,2019,VI 14208,E2,G25,3,4000
RP IRRIGADO,2019,VI 14214,E2,G26,1,4686.27450980392
RP IRRIGADO,2019,VI 14214,E2,G26,2,4000
RP IRRIGADO,2019,VI 14214,E2,G26,3,4196.07843137255
RP IRRIGADO,2019,VI 14239,E2,G27,1,3882.35294117647
RP IRRIGADO,2019,VI 14239,E2,G27,2,3352.94117647059
RP IRRIGADO,2019,VI 14239,E2,G27,3,3823.52941176471
RP IRRIGADO,2019,VI 14327,E2,G28,1,3470.58823529412
RP IRRIGADO,2019,VI 14327,E2,G28,2,3156.86274509804
RP IRRIGADO,2019,VI 14327,E2,G28,3,4470.58823529412
RP IRRIGADO,2019,VI 14426,E2,G29,1,3803.92156862745
RP IRRIGADO,2019,VI 14426,E2,G29,2,4294.11764705882
RP IRRIGADO,2019,VI 14426,E2,G29,3,4058.82352941177
RP IRRIGADO,2019,VI 14668,E2,G30,1,3784.3137254902
RP IRRIGADO,2019,VI 14668,E2,G30,2,3784.3137254902
RP IRRIGADO,2019,VI 14668,E2,G30,3,3784.3137254902
RP IRRIGADO,2019,VI 14708,E2,G31,1,3823.52941176471
RP IRRIGADO,2019,VI 14708,E2,G31,2,3549.01960784314
RP IRRIGADO,2019,VI 14708,E2,G31,3,4078.43137254902
RP IRRIGADO,2019,VI 14774,E2,G32,1,4254.90196078431
RP IRRIGADO,2019,VI 14774,E2,G32,2,4274.50980392157
RP IRRIGADO,2019,VI 14774,E2,G32,3,4490.19607843137
RP IRRIGADO,2019,VI 14867,E2,G33,1,3960.78431372549
RP IRRIGADO,2019,VI 14867,E2,G33,2,4431.37254901961
RP IRRIGADO,2019,VI 14867,E2,G33,3,4568.62745098039
RP IRRIGADO,2019,VI 14881,E2,G34,1,3725.49019607843
RP IRRIGADO,2019,VI 14881,E2,G34,2,4274.50980392157
RP IRRIGADO,2019,VI 14881,E2,G34,3,4176.47058823529
RP IRRIGADO,2019,VI 14950,E2,G35,1,3666.66666666667
RP IRRIGADO,2019,VI 14950,E2,G35,2,3627.45098039216
RP IRRIGADO,2019,VI 14950,E2,G35,3,4000
RP IRRIGADO,2019,VI 14980,E2,G36,1,4549.01960784314
RP IRRIGADO,2019,VI 14980,E2,G36,2,4098.03921568627
RP IRRIGADO,2019,VI 14980,E2,G36,3,4392.1568627451
VÇ IRRIGADO,2019,BRS 264,E3,G1,1,4434.26666666667
VÇ IRRIGADO,2019,BRS 264,E3,G1,2,4967.03333333333
VÇ IRRIGADO,2019,BRS 264,E3,G1,3,4716.76666666667
VÇ IRRIGADO,2019,CD 151,E3,G2,1,3205.2
VÇ IRRIGADO,2019,CD 151,E3,G2,2,4109.13333333333
VÇ IRRIGADO,2019,CD 151,E3,G2,3,3688.8
VÇ IRRIGADO,2019,ORS 1403,E3,G3,1,4305
VÇ IRRIGADO,2019,ORS 1403,E3,G3,2,4280
VÇ IRRIGADO,2019,ORS 1403,E3,G3,3,4300
VÇ IRRIGADO,2019,TBIO ATON,E3,G4,1,5493.3
VÇ IRRIGADO,2019,TBIO ATON,E3,G4,2,5077.76666666667
VÇ IRRIGADO,2019,TBIO ATON,E3,G4,3,5571.93333333333
VÇ IRRIGADO,2019,TBIO DUQUE,E3,G5,1,3908.3
VÇ IRRIGADO,2019,TBIO DUQUE,E3,G5,2,5243.4
VÇ IRRIGADO,2019,TBIO DUQUE,E3,G5,3,4218.66666666667
VÇ IRRIGADO,2019,VI 09004,E3,G6,1,4039.53333333333
VÇ IRRIGADO,2019,VI 09004,E3,G6,2,3525
VÇ IRRIGADO,2019,VI 09004,E3,G6,3,4473.6
VÇ IRRIGADO,2019,VI 09007,E3,G7,1,4210.13333333333
VÇ IRRIGADO,2019,VI 09007,E3,G7,2,4143.73333333333
VÇ IRRIGADO,2019,VI 09007,E3,G7,3,3191.33333333333
VÇ IRRIGADO,2019,VI 09031,E3,G8,1,4291.13333333333
VÇ IRRIGADO,2019,VI 09031,E3,G8,2,4414.5
VÇ IRRIGADO,2019,VI 09031,E3,G8,3,4156.13333333333
VÇ IRRIGADO,2019,VI 09037,E3,G9,1,4432.4
VÇ IRRIGADO,2019,VI 09037,E3,G9,2,2961.96666666667
VÇ IRRIGADO,2019,VI 09037,E3,G9,3,3876.3
VÇ IRRIGADO,2019,VI 130679,E3,G10,1,4681.96666666667
VÇ IRRIGADO,2019,VI 130679,E3,G10,2,3994
VÇ IRRIGADO,2019,VI 130679,E3,G10,3,4213.33333333333
VÇ IRRIGADO,2019,VI 130755,E3,G11,1,4621.83333333333
VÇ IRRIGADO,2019,VI 130755,E3,G11,2,4699.4
VÇ IRRIGADO,2019,VI 130755,E3,G11,3,3914.23333333333
VÇ IRRIGADO,2019,VI 130758,E3,G12,1,4544.1
VÇ IRRIGADO,2019,VI 130758,E3,G12,2,3270.7
VÇ IRRIGADO,2019,VI 130758,E3,G12,3,4452.33333333333
VÇ IRRIGADO,2019,VI 131313,E3,G13,1,4375.3
VÇ IRRIGADO,2019,VI 131313,E3,G13,2,4669.83333333333
VÇ IRRIGADO,2019,VI 131313,E3,G13,3,4708.3
VÇ IRRIGADO,2019,VI 14001,E3,G14,1,4058.6
VÇ IRRIGADO,2019,VI 14001,E3,G14,2,4227.66666666667
VÇ IRRIGADO,2019,VI 14001,E3,G14,3,3608.13333333333
VÇ IRRIGADO,2019,VI 14022,E3,G15,1,3013.66666666667
VÇ IRRIGADO,2019,VI 14022,E3,G15,2,2954.66666666667
VÇ IRRIGADO,2019,VI 14022,E3,G15,3,3394
VÇ IRRIGADO,2019,VI 14026,E3,G16,1,5194.73333333333
VÇ IRRIGADO,2019,VI 14026,E3,G16,2,4898.86666666667
VÇ IRRIGADO,2019,VI 14026,E3,G16,3,3387.9
VÇ IRRIGADO,2019,VI 14050,E3,G17,1,5157.53333333333
VÇ IRRIGADO,2019,VI 14050,E3,G17,2,3671.73333333333
VÇ IRRIGADO,2019,VI 14050,E3,G17,3,4004.3
VÇ IRRIGADO,2019,VI 14055,E3,G18,1,3652.33333333333
VÇ IRRIGADO,2019,VI 14055,E3,G18,2,4946.1
VÇ IRRIGADO,2019,VI 14055,E3,G18,3,4829.96666666667
VÇ IRRIGADO,2019,VI 14088,E3,G19,1,4590
